account_id,company_name,industry_segment,account_manager,annual_revenue,device_count,tenure_months,contract_type,days_to_contract_renewal,auto_renewal_enabled,ctn_count,pct_lines_disconnected_90d,monthly_charges,avg_invoice_delay_days,late_payments_12mo,autopay_enabled,support_tickets_90d,support_calls_90d,avg_resolution_time_hours,escalations_90d,csat_score,platform_logins_90d,days_since_last_login,self_service_completion_rate,upgrade_funnel_abandon_rate,primary_dropoff_page,dropoff_severity,rate_plan_changes_90d,feature_adoption_count,device_upgrades_90d,accessory_purchases_90d,churn_label
ACC-102718,"Rivera, Allen and Ryan",Government,AM-025,31399.28,59,55,1-Year,145,0,60,4.3,2316.5,0.5,1,0,2,0,16.1,0,10.0,17,7,0.91,0.6,Support Handoff,0.53,1,2,0,2,1
ACC-102719,"Mcneil, Solis and Horton",Healthcare,AM-023,22124.49,51,68,2-Year,149,1,53,0.9,1881.25,6.4,1,0,3,1,16.3,1,6.2,12,42,0.33,0.37,Plan & Feature Selection,0.65,1,2,2,1,1
ACC-102720,Franklin Group,Healthcare,AM-009,26729.62,53,29,1-Year,181,0,60,0.3,2310.19,3.1,1,1,0,2,13.6,0,10.0,10,10,0.95,0.13,Checkout / Payment,0.03,0,4,2,0,0
ACC-102721,"Morris, Ramos and Smith",Pharmaceuticals,AM-024,23940.81,43,32,Month-to-Month,55,0,44,4.3,2027.65,4.5,0,1,1,0,14.8,0,5.3,11,27,0.82,0.08,Support Handoff,0.28,0,4,3,1,0
ACC-102722,Jones-Lee,Logistics,AM-004,22793.01,41,15,2-Year,363,0,44,0.3,1953.27,0.7,1,1,5,1,4.7,0,7.2,10,36,0.81,0.29,Plan & Feature Selection,0.45,2,3,1,2,1
ACC-102723,"Braun, Mays and Martinez",Logistics,AM-012,49273.38,63,7,1-Year,138,1,64,12.1,3593.69,0.0,0,1,2,1,15.3,1,6.2,11,10,0.78,0.17,Support Handoff,0.09,1,4,1,1,1
ACC-102724,Watkins and Sons,Banking & Financial Services,AM-023,27133.24,45,21,1-Year,209,0,48,6.2,2019.02,13.7,1,1,2,3,12.9,0,7.6,9,32,0.88,0.29,Add to Cart,0.13,2,0,0,1,0
ACC-102725,Romero Group,Small Business / Retail,AM-005,23482.61,51,49,2-Year,185,0,52,2.3,1970.13,6.7,0,1,3,1,15.6,1,8.6,11,24,0.84,0.05,Plan & Feature Selection,0.39,0,4,0,1,0
ACC-102726,"Mcdonald, Martin and Gonzalez",Pharmaceuticals,AM-019,24695.33,37,2,2-Year,65,1,38,1.3,1909.73,2.0,1,0,5,3,14.0,1,7.3,20,5,0.39,0.31,Plan & Feature Selection,0.19,0,2,1,1,0
ACC-102727,Thompson-Wright,Hospitality,AM-007,23117.95,46,16,1-Year,37,1,50,2.2,1857.99,2.4,2,1,1,1,0.8,1,8.0,17,3,0.49,0.37,Device Browse/Compare,0.21,1,0,1,0,0
ACC-102728,Ray-Faulkner,Small Business / Retail,AM-019,22616.82,49,35,1-Year,112,1,51,4.0,1972.34,10.6,0,1,2,3,10.0,1,7.0,12,14,0.8,0.33,Device Browse/Compare,0.4,3,2,2,0,1
ACC-102729,Nelson Group,Hospitality,AM-005,18248.17,34,23,2-Year,263,1,35,4.2,1357.23,0.9,1,0,3,0,13.4,1,8.5,12,10,0.67,0.45,Login / Authentication,0.6,1,1,0,1,1
ACC-102730,Tapia LLC,Manufacturing,AM-020,11753.79,46,53,Month-to-Month,76,1,49,0.2,1030.04,6.5,4,0,4,1,12.7,0,8.3,5,24,0.47,0.2,Checkout / Payment,0.25,1,1,2,3,0
ACC-102731,Gray-Ruiz,Small Business / Retail,AM-020,29330.71,48,46,Month-to-Month,296,1,48,4.9,2377.68,0.1,1,0,2,3,18.1,0,7.0,15,36,0.41,0.44,Checkout / Payment,0.04,0,1,1,3,1
ACC-102732,Wagner-Moss,Hospitality,AM-022,34914.55,49,6,Month-to-Month,178,0,49,3.1,2573.47,8.3,2,1,3,4,10.2,0,7.1,9,17,0.61,0.22,Plan & Feature Selection,0.19,2,3,1,0,1
ACC-102733,Weiss Group,Technology,AM-021,24543.98,37,25,2-Year,254,1,40,0.1,2093.34,3.6,1,1,4,3,40.5,0,5.3,9,65,0.91,0.4,Plan & Feature Selection,0.02,0,1,0,0,0
ACC-102734,Gill Group,Banking & Financial Services,AM-003,34567.58,46,12,1-Year,1,0,47,1.1,2823.92,2.6,1,1,0,1,25.0,1,7.8,12,4,0.73,0.34,Device Browse/Compare,0.55,3,1,1,1,1
ACC-102735,Blake LLC,Small Business / Retail,AM-013,29867.55,43,12,Month-to-Month,148,1,44,2.1,2510.47,4.9,3,1,7,1,11.3,0,8.4,17,5,0.81,0.64,Login / Authentication,0.23,1,3,1,0,0
ACC-102736,"Medina, Tran and Thompson",Small Business / Retail,AM-022,20887.67,41,7,2-Year,364,0,42,0.6,1777.79,0.3,2,1,2,0,17.8,0,9.2,9,1,0.48,0.38,Checkout / Payment,0.58,1,0,2,2,1
ACC-102737,Ford-Chavez,Small Business / Retail,AM-016,33235.26,51,28,1-Year,159,1,51,0.5,2747.57,0.9,0,0,2,3,23.6,1,5.4,9,3,0.91,0.32,Order Confirmation,0.43,2,1,0,0,0
ACC-102738,Hart-Castillo,Technology,AM-007,18681.63,34,54,2-Year,324,1,34,0.0,1503.44,2.1,0,1,5,1,6.5,0,6.0,15,18,0.82,0.18,Login / Authentication,0.42,1,4,0,2,0
ACC-102739,Taylor-Harrison,Pharmaceuticals,AM-004,29997.7,54,30,Month-to-Month,268,0,54,7.3,2245.98,3.8,0,1,2,1,2.8,0,8.5,14,11,0.48,0.08,Add to Cart,0.36,3,2,1,0,0
ACC-102740,Hendricks Inc,Education,AM-002,20180.28,42,6,1-Year,150,1,45,0.2,1752.99,0.6,0,1,2,1,16.4,1,8.5,12,7,0.67,0.18,Add to Cart,0.3,1,4,0,2,0
ACC-102741,Hensley Ltd,Logistics,AM-009,29173.39,53,22,1-Year,129,1,55,1.4,2357.25,1.9,3,1,4,1,19.4,0,9.0,10,22,0.56,0.16,Support Handoff,0.25,0,1,1,0,0
ACC-102742,"Brooks, Sullivan and Perry",Logistics,AM-018,31716.08,51,34,1-Year,126,0,53,0.7,2524.48,1.2,0,1,3,0,10.0,0,10.0,16,18,0.61,0.24,Checkout / Payment,0.24,0,0,0,3,0
ACC-102743,Waller-Brooks,Healthcare,AM-022,35286.91,49,21,1-Year,1,1,50,4.1,2882.46,4.1,3,1,2,0,15.5,0,5.4,8,2,0.89,0.27,Login / Authentication,0.52,1,3,1,0,0
ACC-102744,Parker-Archer,Energy & Utilities,AM-024,23544.07,38,29,2-Year,117,0,39,3.7,1982.34,10.1,1,1,1,4,0.6,1,6.2,9,19,0.4,0.28,Checkout / Payment,0.54,1,0,1,1,1
ACC-102745,Ortiz Inc,Energy & Utilities,AM-019,17882.18,36,13,Month-to-Month,149,1,38,4.9,1475.52,0.7,0,1,1,1,3.7,0,7.9,13,9,0.53,0.03,Login / Authentication,0.35,2,0,2,1,1
ACC-102746,Cruz PLC,Technology,AM-012,22206.17,43,19,2-Year,269,1,45,2.9,1649.11,0.8,0,1,1,2,4.4,1,7.7,13,3,0.81,0.43,Order Confirmation,0.13,1,8,1,2,1
ACC-102747,Lee Group,Hospitality,AM-011,28941.9,41,18,Month-to-Month,189,1,44,2.7,2180.13,3.7,0,1,1,2,10.8,0,8.2,7,15,0.6,0.14,Login / Authentication,0.28,1,1,0,0,1
ACC-102748,Wise-Walton,Small Business / Retail,AM-010,25392.03,39,61,Month-to-Month,141,0,39,1.6,2036.54,2.4,2,1,2,2,9.3,1,10.0,10,2,0.95,0.11,Checkout / Payment,0.1,1,1,1,1,1
ACC-102749,Hicks-Burns,Healthcare,AM-009,26664.54,40,9,Month-to-Month,105,1,41,3.0,2247.61,5.1,1,1,5,1,5.9,0,10.0,10,73,0.54,0.54,Checkout / Payment,0.23,3,1,0,0,1
ACC-102750,"Richardson, Brown and Cruz",Healthcare,AM-006,26847.93,45,2,Month-to-Month,252,0,46,0.4,1971.1,1.4,2,1,1,1,8.9,0,6.1,14,32,0.45,0.41,Support Handoff,0.29,1,1,0,0,1
ACC-102751,Fitzgerald-Allen,Technology,AM-013,22612.22,38,58,Month-to-Month,281,0,39,3.5,1901.48,3.1,1,1,2,1,5.6,0,8.8,13,4,0.59,0.43,Plan & Feature Selection,0.36,0,3,1,3,1
ACC-102752,Dorsey LLC,Technology,AM-016,36126.04,48,25,2-Year,344,1,51,0.3,2644.18,2.0,1,0,4,4,19.9,0,10.0,8,13,0.47,0.2,Support Handoff,0.41,0,3,2,1,0
ACC-102753,"Mann, Johnson and Wade",Pharmaceuticals,AM-024,18301.27,38,8,1-Year,101,1,40,5.9,1367.66,1.3,1,1,4,1,14.7,0,6.4,15,46,0.46,0.15,Support Handoff,0.26,2,5,0,2,0
ACC-102754,Green Group,Banking & Financial Services,AM-018,30103.86,54,43,Month-to-Month,282,0,54,2.1,2550.0,5.2,1,1,3,0,14.9,0,8.0,10,33,0.86,0.53,Order Confirmation,0.65,3,2,0,1,1
ACC-102755,"Hernandez, Wright and Lane",Technology,AM-007,24458.47,37,35,1-Year,358,1,37,2.3,1932.69,6.4,1,1,3,4,8.6,0,6.9,15,7,0.8,0.56,Plan & Feature Selection,0.13,0,3,0,0,0
ACC-102756,"Skinner, Smith and Wise",Energy & Utilities,AM-008,28254.84,50,67,Month-to-Month,163,1,50,2.6,2454.16,1.6,1,1,2,2,3.3,0,4.7,13,15,0.66,0.08,Plan & Feature Selection,0.16,0,0,1,0,0
ACC-102757,"Dawson, Cruz and Mccarthy",Healthcare,AM-008,26208.06,43,27,Month-to-Month,203,1,43,4.5,1907.26,3.9,0,1,2,2,10.7,0,6.2,9,19,0.83,0.46,Device Browse/Compare,0.53,0,4,0,0,0
ACC-102758,Stone and Sons,Small Business / Retail,AM-005,34194.68,40,84,1-Year,100,0,41,2.0,2701.06,0.8,1,1,1,2,10.6,0,7.2,15,2,0.91,0.39,Order Confirmation,0.3,0,4,1,1,0
ACC-102759,Martin-Simmons,Banking & Financial Services,AM-011,33124.81,48,21,1-Year,281,0,48,1.7,2901.32,6.3,0,1,3,1,13.6,0,10.0,13,11,0.92,0.25,Login / Authentication,0.61,0,2,0,0,0
ACC-102760,"Turner, Ponce and Barrett",Education,AM-008,21196.08,37,35,2-Year,257,1,39,1.0,1757.93,1.3,4,0,2,2,5.9,1,8.1,7,20,0.8,0.2,Support Handoff,0.23,2,5,1,0,0
ACC-102761,Willis-Gross,Hospitality,AM-006,24366.66,44,39,Month-to-Month,94,1,47,0.4,2043.66,0.7,2,0,2,2,4.1,1,8.1,15,1,0.76,0.67,Checkout / Payment,0.18,1,3,1,1,1
ACC-102762,"Booth, Rodriguez and Armstrong",Government,AM-002,26231.63,39,16,1-Year,324,0,40,0.6,2024.09,11.3,1,0,3,3,15.4,1,7.3,5,4,0.75,0.24,Plan & Feature Selection,0.29,0,2,1,1,0
ACC-102763,Olsen-Adams,Logistics,AM-001,20348.8,38,16,1-Year,279,1,38,0.0,1692.51,2.2,1,0,1,3,12.2,0,8.0,16,10,0.93,0.34,Plan & Feature Selection,0.05,0,6,1,1,0
ACC-102764,Conrad Group,Logistics,AM-008,37457.15,48,39,2-Year,227,0,50,6.1,2758.62,4.1,1,0,3,1,22.9,1,8.1,9,17,0.81,0.08,Device Browse/Compare,0.09,0,0,1,0,0
ACC-102765,"Parker, Benitez and Velasquez",Banking & Financial Services,AM-007,16816.25,36,7,Month-to-Month,362,1,40,4.3,1394.48,6.6,1,0,1,0,38.9,0,4.4,9,73,0.66,0.03,Checkout / Payment,0.23,0,5,0,2,1
ACC-102766,Davis Ltd,Pharmaceuticals,AM-018,19604.56,30,12,1-Year,150,0,33,0.7,1421.46,4.6,2,1,0,2,8.0,0,8.7,16,33,0.92,0.25,Support Handoff,0.38,1,1,0,1,0
ACC-102767,Warren-Pena,Hospitality,AM-013,26757.44,33,21,1-Year,351,0,39,0.0,1968.8,3.3,1,1,2,3,8.1,1,7.5,10,19,0.79,0.18,Order Confirmation,0.21,0,1,0,2,0
ACC-102768,"Jordan, Thompson and Lopez",Pharmaceuticals,AM-008,33858.39,45,66,2-Year,62,1,51,2.0,2704.53,1.9,0,1,4,0,9.7,1,9.7,13,5,0.81,0.24,Order Confirmation,0.29,1,2,0,2,1
ACC-102769,Gonzalez and Sons,Pharmaceuticals,AM-002,20038.41,46,39,Month-to-Month,129,1,46,1.6,1525.02,10.0,1,0,2,0,8.3,0,5.9,11,50,0.64,0.37,Login / Authentication,0.27,2,3,0,0,1
ACC-102770,"Fry, Hayes and Olsen",Energy & Utilities,AM-003,19861.31,42,25,1-Year,187,1,44,4.5,1644.17,0.6,0,1,1,2,11.9,0,10.0,15,20,0.67,0.19,Checkout / Payment,0.37,1,3,0,0,0
ACC-102771,Harris Ltd,Manufacturing,AM-012,16649.43,37,15,Month-to-Month,68,1,39,1.5,1232.01,8.6,1,1,2,2,2.6,0,6.0,13,17,0.78,0.57,Device Browse/Compare,0.38,0,3,1,0,1
ACC-102772,Lamb and Sons,Hospitality,AM-003,25954.72,50,83,1-Year,30,1,50,6.0,1900.73,4.9,2,1,1,0,10.6,1,9.6,23,30,0.58,0.75,Plan & Feature Selection,0.53,0,3,1,2,0
ACC-102773,Bird-Savage,Technology,AM-004,18365.08,39,22,Month-to-Month,304,0,43,0.3,1495.64,3.4,1,0,1,0,15.8,0,6.7,13,12,0.8,0.13,Login / Authentication,0.4,2,1,2,1,0
ACC-102774,Sims-Weber,Pharmaceuticals,AM-014,26793.47,35,12,Month-to-Month,275,1,40,1.4,1972.52,1.6,1,0,4,2,10.0,0,8.6,5,10,0.79,0.16,Device Browse/Compare,0.6,1,1,0,0,1
ACC-102775,"Martin, Carter and Gray",Technology,AM-019,30602.28,44,84,1-Year,127,1,48,8.2,2247.94,0.6,2,1,2,3,1.7,0,9.9,13,0,0.49,0.26,Checkout / Payment,0.23,2,0,1,1,0
ACC-102776,Brown-Johnson,Education,AM-023,28614.34,47,7,Month-to-Month,213,0,49,0.0,2144.7,2.3,0,1,4,4,20.0,1,8.5,13,12,0.67,0.39,Login / Authentication,0.21,1,5,1,0,1
ACC-102777,Woods Ltd,Small Business / Retail,AM-016,27558.73,44,55,Month-to-Month,306,1,47,1.5,2124.81,6.1,3,0,2,2,27.0,0,7.0,15,21,0.79,0.38,Device Browse/Compare,0.27,0,3,0,3,1
ACC-102778,Smith LLC,Pharmaceuticals,AM-025,27831.06,38,24,Month-to-Month,134,1,40,0.9,2182.16,5.5,0,1,4,2,10.0,0,6.6,6,1,0.83,0.38,Checkout / Payment,0.51,1,1,0,1,0
ACC-102779,Ortega Inc,Small Business / Retail,AM-016,18013.36,41,39,Month-to-Month,219,0,43,2.3,1576.46,4.1,1,1,0,2,6.8,1,7.0,9,36,0.72,0.56,Checkout / Payment,0.27,2,3,1,1,0
ACC-102780,Clark Inc,Logistics,AM-007,18399.29,49,34,2-Year,319,0,51,1.0,1507.48,19.6,0,0,1,0,14.8,2,5.4,12,20,0.96,0.23,Checkout / Payment,0.24,3,1,0,0,0
ACC-102781,Morrison-Hatfield,Hospitality,AM-011,27079.69,44,39,1-Year,157,1,45,6.1,2280.78,14.4,1,1,3,1,3.5,0,7.9,16,15,0.76,0.21,Checkout / Payment,0.25,5,3,2,1,0
ACC-102782,Frederick-Kennedy,Pharmaceuticals,AM-014,27509.19,51,84,2-Year,188,1,52,8.3,2177.36,2.0,0,1,2,3,9.9,1,9.8,15,32,0.62,0.43,Login / Authentication,0.26,0,2,0,0,0
ACC-102783,Munoz-Rogers,Logistics,AM-021,14320.02,32,84,Month-to-Month,162,1,32,5.7,1179.28,0.9,3,1,3,2,9.2,0,9.5,9,4,0.62,0.5,Checkout / Payment,0.64,1,3,0,0,0
ACC-102784,"Wu, Key and Montoya",Pharmaceuticals,AM-019,24686.31,40,13,2-Year,129,0,43,1.5,2125.58,2.5,0,1,5,1,22.7,0,9.8,14,12,0.47,0.33,Device Browse/Compare,0.59,1,0,0,1,1
ACC-102785,Ortega-Gray,Small Business / Retail,AM-017,19083.08,49,34,1-Year,304,0,50,13.8,1462.94,7.4,0,0,4,4,20.5,0,8.9,8,12,0.76,0.2,Checkout / Payment,0.32,1,3,0,1,0
ACC-102786,Hester LLC,Energy & Utilities,AM-006,16229.31,33,4,1-Year,89,0,36,4.0,1373.01,2.5,1,1,5,1,22.6,0,4.2,16,2,0.84,0.5,Add to Cart,0.2,0,4,0,0,1
ACC-102787,Smith Ltd,Education,AM-008,14524.04,41,42,1-Year,162,1,41,1.3,1061.52,1.6,2,1,1,0,35.5,0,6.9,12,8,0.71,0.06,Order Confirmation,0.41,0,1,0,1,0
ACC-102788,Hardy-Barron,Hospitality,AM-011,25666.4,36,49,1-Year,36,1,40,0.3,1882.91,5.4,1,1,4,0,17.4,0,8.5,9,29,0.54,0.24,Checkout / Payment,0.22,2,3,1,1,1
ACC-102789,Johnson Inc,Hospitality,AM-009,25733.61,35,2,1-Year,227,0,37,3.3,2130.81,4.2,0,1,3,3,4.1,2,6.7,10,30,0.7,0.65,Plan & Feature Selection,0.38,0,2,1,1,1
ACC-102790,"Ramirez, Lyons and Briggs",Small Business / Retail,AM-008,20678.56,37,23,Month-to-Month,151,1,39,3.9,1576.17,13.9,1,1,4,1,16.1,0,6.9,12,28,0.53,0.12,Login / Authentication,0.3,0,0,0,1,1
ACC-102791,Hayes-Parks,Manufacturing,AM-019,20113.26,43,39,Month-to-Month,81,1,44,0.4,1701.38,3.2,1,1,5,2,6.8,1,7.9,12,1,0.39,0.51,Support Handoff,0.39,3,1,1,1,0
ACC-102792,Robertson-Keller,Logistics,AM-009,30438.47,32,30,1-Year,47,1,38,2.4,2252.5,13.7,1,1,2,2,5.1,0,7.6,5,5,0.7,0.19,Device Browse/Compare,0.26,0,1,0,0,0
ACC-102793,Andersen LLC,Technology,AM-006,35833.2,54,8,1-Year,204,0,55,13.0,2751.07,1.4,1,0,0,2,3.5,2,8.7,5,18,0.64,0.45,Checkout / Payment,0.34,1,5,1,0,1
ACC-102794,Schultz Inc,Manufacturing,AM-016,30699.65,35,8,Month-to-Month,148,1,35,1.2,2241.52,8.0,0,0,2,0,22.8,1,6.1,7,0,0.49,0.46,Plan & Feature Selection,0.34,1,3,0,0,0
ACC-102795,"Nguyen, Wallace and Lawson",Energy & Utilities,AM-016,35873.31,59,21,Month-to-Month,231,1,60,1.1,2777.19,1.7,2,1,5,2,11.4,0,2.9,15,5,0.63,0.23,Support Handoff,0.23,0,3,2,1,0
ACC-102796,Stevenson-Bauer,Hospitality,AM-006,25853.6,39,16,1-Year,27,1,42,7.0,1966.15,6.6,2,1,4,3,9.3,0,5.6,16,6,0.87,0.22,Support Handoff,0.28,1,2,1,1,0
ACC-102797,Patterson-Huynh,Manufacturing,AM-001,32613.08,48,18,2-Year,189,1,49,0.4,2771.37,10.4,0,1,2,1,10.6,0,9.9,9,31,0.94,0.33,Plan & Feature Selection,0.31,0,1,0,0,0
ACC-102798,Hatfield-Vincent,Banking & Financial Services,AM-009,22607.23,39,7,Month-to-Month,165,0,40,8.1,1752.44,3.9,1,1,6,2,9.9,0,7.7,10,71,0.83,0.24,Login / Authentication,0.12,1,1,1,1,1
ACC-102799,Navarro LLC,Government,AM-022,21507.56,35,24,Month-to-Month,212,1,36,4.5,1691.19,5.2,0,0,5,2,6.2,1,7.0,11,8,0.78,0.1,Checkout / Payment,0.21,1,1,2,3,1
ACC-102800,"Lee, Thomas and Meyer",Government,AM-017,15968.19,46,66,2-Year,308,1,47,1.5,1204.59,12.7,3,0,0,2,3.7,1,9.9,10,15,0.73,0.4,Checkout / Payment,0.16,1,1,0,1,1
ACC-102801,"Glover, Moran and Johnson",Banking & Financial Services,AM-010,25097.55,31,8,1-Year,75,1,33,0.3,1943.75,1.9,1,1,1,1,4.6,0,4.9,10,12,0.71,0.25,Checkout / Payment,0.43,0,1,1,0,0
ACC-102802,Robles-Turner,Healthcare,AM-005,24680.06,42,20,Month-to-Month,92,1,43,0.1,2069.46,2.9,1,1,8,1,8.8,1,9.4,11,53,0.77,0.3,Add to Cart,0.22,0,1,1,0,1
ACC-102803,"Davies, Archer and Owens",Energy & Utilities,AM-015,25531.76,46,36,2-Year,62,1,46,1.4,2030.49,9.1,1,1,0,3,9.0,1,8.3,16,35,0.77,0.12,Login / Authentication,0.25,1,6,0,0,0
ACC-102804,Friedman-Olson,Technology,AM-025,26577.77,37,5,1-Year,66,1,38,3.7,1985.83,4.5,2,0,2,3,25.9,1,9.1,10,10,0.94,0.23,Order Confirmation,0.09,2,4,0,2,0
ACC-102805,"Allen, Lewis and Mullins",Small Business / Retail,AM-001,17264.42,35,24,1-Year,80,0,39,2.0,1386.38,8.3,1,0,1,0,7.6,1,8.4,14,15,0.45,0.32,Checkout / Payment,0.82,0,3,0,0,1
ACC-102806,"Graves, Garcia and Holder",Government,AM-018,22320.05,43,48,2-Year,140,1,46,4.0,1867.09,3.9,1,1,7,3,11.6,1,9.1,13,0,0.6,0.14,Device Browse/Compare,0.23,0,3,0,0,0
ACC-102807,Martin LLC,Hospitality,AM-015,27721.52,41,10,2-Year,130,1,43,3.3,2125.35,5.4,2,0,4,1,25.8,0,8.4,9,8,0.74,0.26,Support Handoff,0.11,2,1,0,0,0
ACC-102808,Miranda-Robinson,Hospitality,AM-002,20901.67,31,26,Month-to-Month,254,1,34,2.6,1541.98,0.1,3,1,5,3,4.2,0,8.2,8,10,0.87,0.44,Checkout / Payment,0.17,1,1,2,1,0
ACC-102809,Wade-Lynn,Healthcare,AM-016,27315.65,44,45,Month-to-Month,320,1,45,10.3,2185.79,1.7,3,1,3,0,6.4,0,8.3,17,0,0.49,0.55,Plan & Feature Selection,0.49,2,1,1,0,1
ACC-102810,"Martinez, Taylor and Nichols",Logistics,AM-016,28643.21,44,84,Month-to-Month,29,1,47,3.9,2208.74,5.9,2,1,3,2,29.0,1,5.5,13,2,0.76,0.48,Login / Authentication,0.2,0,1,1,0,1
ACC-102811,"Vasquez, Pope and Cook",Manufacturing,AM-023,20855.88,32,25,Month-to-Month,202,0,34,7.4,1701.51,2.1,1,1,0,2,17.9,1,6.1,12,12,0.74,0.65,Plan & Feature Selection,0.38,2,1,1,1,0
ACC-102812,Huynh PLC,Energy & Utilities,AM-017,23382.18,48,13,Month-to-Month,237,1,51,0.8,1756.11,1.8,2,0,2,2,4.5,1,10.0,16,22,0.78,0.22,Checkout / Payment,0.62,1,2,0,1,0
ACC-102813,Schneider Group,Logistics,AM-005,36424.88,49,13,Month-to-Month,87,1,49,3.8,2706.03,12.1,3,1,1,1,12.0,1,6.2,6,35,0.66,0.36,Device Browse/Compare,0.23,0,2,2,1,0
ACC-102814,"Paul, Hardy and Valdez",Logistics,AM-020,22362.97,43,6,2-Year,96,1,44,2.7,1809.67,3.2,2,1,3,3,21.8,0,5.6,11,1,0.9,0.46,Checkout / Payment,0.19,2,0,0,0,0
ACC-102815,"Burch, Kim and Hall",Pharmaceuticals,AM-024,25331.36,42,70,2-Year,287,1,43,7.7,1954.86,0.9,0,1,2,0,18.0,0,6.8,10,8,0.87,0.32,Add to Cart,0.49,0,4,1,1,0
ACC-102816,Wilson-Miller,Banking & Financial Services,AM-018,14135.31,25,43,1-Year,339,1,28,2.1,1125.43,2.6,1,1,1,0,2.3,0,6.3,12,19,0.92,0.28,Checkout / Payment,0.19,1,1,0,0,0
ACC-102817,Peterson PLC,Small Business / Retail,AM-021,26009.22,47,8,1-Year,289,0,50,1.0,2135.04,2.9,0,0,0,3,7.0,0,5.7,19,20,0.39,0.23,Checkout / Payment,0.09,0,2,1,0,1
ACC-102818,Garner Inc,Logistics,AM-002,18813.61,32,12,Month-to-Month,252,1,33,1.5,1545.48,17.9,1,0,2,1,10.8,0,8.8,9,1,0.94,0.11,Support Handoff,0.45,1,6,0,1,0
ACC-102819,"Richardson, Castaneda and Finley",Small Business / Retail,AM-015,35339.23,57,25,Month-to-Month,180,1,57,0.7,2900.24,5.1,1,1,3,3,6.1,0,7.1,17,6,0.73,0.49,Add to Cart,0.46,2,3,2,0,1
ACC-102820,"Mclaughlin, Collins and Lawrence",Healthcare,AM-003,30284.61,42,47,Month-to-Month,100,0,43,0.7,2245.02,2.9,0,1,2,3,2.3,0,5.3,12,2,0.8,0.38,Login / Authentication,0.1,1,4,2,1,0
ACC-102821,Boone Group,Logistics,AM-002,27512.89,48,34,2-Year,73,1,48,1.9,2326.08,2.3,3,0,0,2,2.8,0,6.3,13,13,0.6,0.56,Support Handoff,0.51,0,2,0,0,0
ACC-102822,Wise-Salinas,Logistics,AM-015,17965.94,35,31,Month-to-Month,131,1,37,6.7,1488.64,9.9,0,0,6,3,5.3,0,5.4,11,11,0.81,0.04,Add to Cart,0.52,0,3,1,0,0
ACC-102823,Meyer PLC,Manufacturing,AM-006,33485.53,57,27,2-Year,182,1,57,0.6,2733.47,4.2,0,1,2,2,19.1,0,6.8,13,0,0.7,0.52,Checkout / Payment,0.15,0,3,0,2,0
ACC-102824,"Walker, Foster and Medina",Banking & Financial Services,AM-022,33107.21,51,9,1-Year,194,1,56,1.0,2627.65,1.8,3,1,3,2,0.8,1,8.9,14,7,0.76,0.45,Checkout / Payment,0.17,1,1,0,2,0
ACC-102825,Stewart-Cabrera,Energy & Utilities,AM-005,29883.31,49,25,Month-to-Month,18,1,52,5.8,2364.57,2.5,0,1,2,1,6.9,1,7.5,11,5,0.26,0.29,Login / Authentication,0.18,0,4,0,1,0
ACC-102826,Hood-Porter,Pharmaceuticals,AM-024,24516.31,39,23,Month-to-Month,126,1,41,1.2,2020.23,1.3,1,1,2,2,6.0,1,8.4,10,25,0.79,0.05,Plan & Feature Selection,0.34,1,3,1,1,0
ACC-102827,Hernandez-Campbell,Small Business / Retail,AM-015,20221.44,40,6,1-Year,211,1,43,9.8,1496.14,12.9,1,1,3,4,15.3,1,8.0,13,38,0.93,0.37,Checkout / Payment,0.36,2,0,0,1,1
ACC-102828,"Ortega, Solis and Warner",Small Business / Retail,AM-003,13542.47,37,69,2-Year,7,0,38,0.9,1093.82,4.8,0,1,4,2,17.0,1,7.4,15,7,0.71,0.09,Checkout / Payment,0.22,0,5,1,1,0
ACC-102829,"Flores, Shaw and Barker",Technology,AM-012,33959.38,46,14,1-Year,114,0,47,1.8,2562.44,2.0,0,0,2,2,10.3,0,7.9,11,4,0.68,0.62,Support Handoff,0.3,1,2,1,3,0
ACC-102830,Shea-Mccarthy,Logistics,AM-005,23857.52,43,6,Month-to-Month,340,0,43,0.3,1889.81,0.8,1,1,3,3,20.6,0,8.4,7,23,0.56,0.16,Device Browse/Compare,0.34,0,2,0,1,0
ACC-102831,Welch-Lewis,Healthcare,AM-023,26819.24,42,16,1-Year,84,0,44,14.6,2126.41,0.8,0,1,4,0,7.9,0,5.6,12,60,0.87,0.38,Checkout / Payment,0.02,0,0,0,3,0
ACC-102832,Padilla-Bennett,Healthcare,AM-004,27950.72,52,19,Month-to-Month,339,1,54,6.6,2055.21,2.6,1,1,2,6,8.7,0,9.6,5,6,0.94,0.21,Checkout / Payment,0.38,1,1,0,2,0
ACC-102833,Hernandez-Moran,Logistics,AM-014,27597.11,41,22,2-Year,361,1,43,5.1,2369.21,2.5,1,1,3,1,7.7,2,10.0,11,1,0.81,0.3,Device Browse/Compare,0.3,3,2,2,2,0
ACC-102834,"Michael, Walker and Fitzgerald",Government,AM-015,31138.58,51,19,1-Year,102,1,51,0.5,2437.83,2.2,3,1,3,1,1.6,0,6.2,14,19,0.81,0.09,Checkout / Payment,0.63,0,2,0,1,0
